orf_id,sequence_id,start,end,strand,frame,length_bp,length_aa,start_codon,confidence_score,overlap_flag,overlap_with
ENA|PV935594|PV935594.1_predicted_orf_75,ENA|PV935594|PV935594.1,16170,16265,-,-2,96,31,ATG,0.5604,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_+2_16136_16249,ORF_ENA|PV935594|PV935594.1_-3_16178_16276"
ENA|PV935594|PV935594.1_predicted_orf_76,ENA|PV935594|PV935594.1,16178,16276,-,-3,99,32,ATG,0.5623,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_+2_16136_16249,ORF_ENA|PV935594|PV935594.1_-2_16170_16265"
ENA|PV935594|PV935594.1_predicted_orf_77,ENA|PV935594|PV935594.1,16769,16918,-,-3,150,49,GTG,0.5219,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_78,ENA|PV935594|PV935594.1,16981,17076,-,-1,96,31,ATG,0.5616,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_+2_16943_17092"
ENA|PV935594|PV935594.1_predicted_orf_79,ENA|PV935594|PV935594.1,17136,17345,-,-2,210,69,GTG,0.6057,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-3_17243_17347"
ENA|PV935594|PV935594.1_predicted_orf_80,ENA|PV935594|PV935594.1,17243,17347,-,-3,105,34,TTG,0.4182,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-2_17136_17345"
ENA|PV935594|PV935594.1_predicted_orf_81,ENA|PV935594|PV935594.1,17415,17558,-,-2,144,47,GTG,0.5144,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-1_17476_17598"
ENA|PV935594|PV935594.1_predicted_orf_82,ENA|PV935594|PV935594.1,17476,17598,-,-1,123,40,ATG,0.5837,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-2_17415_17558"
ENA|PV935594|PV935594.1_predicted_orf_83,ENA|PV935594|PV935594.1,17821,17964,-,-1,144,47,TTG,0.455,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_84,ENA|PV935594|PV935594.1,17949,18155,-,-2,207,68,ATG,0.6911,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_85,ENA|PV935594|PV935594.1,18121,18294,-,-1,174,57,ATG,0.6423,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_86,ENA|PV935594|PV935594.1,18358,18513,-,-1,156,51,TTG,0.4693,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_+2_18362_18493,ORF_ENA|PV935594|PV935594.1_-2_18441_18677"
ENA|PV935594|PV935594.1_predicted_orf_87,ENA|PV935594|PV935594.1,18441,18677,-,-2,237,78,GTG,0.6499,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-1_18358_18513,ORF_ENA|PV935594|PV935594.1_+2_18362_18493"
ENA|PV935594|PV935594.1_predicted_orf_88,ENA|PV935594|PV935594.1,18847,18951,-,-1,105,34,GTG,0.4782,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_89,ENA|PV935594|PV935594.1,19022,19126,-,-3,105,34,GTG,0.4782,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_90,ENA|PV935594|PV935594.1,19116,19292,-,-2,177,58,GTG,0.5566,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_+2_19118_19273"
ENA|PV935594|PV935594.1_predicted_orf_91,ENA|PV935594|PV935594.1,19319,19411,-,-3,93,30,GTG,0.4677,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_92,ENA|PV935594|PV935594.1,19587,19679,-,-2,93,30,GTG,0.4691,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_93,ENA|PV935594|PV935594.1,19683,19826,-,-2,144,47,ATG,0.605,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-1_19735_19980"
ENA|PV935594|PV935594.1_predicted_orf_94,ENA|PV935594|PV935594.1,19735,19980,-,-1,246,81,TTG,0.6049,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-2_19683_19826,ORF_ENA|PV935594|PV935594.1_-2_19851_19949"
ENA|PV935594|PV935594.1_predicted_orf_95,ENA|PV935594|PV935594.1,19977,20120,-,-2,144,47,TTG,0.4553,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_96,ENA|PV935594|PV935594.1,20421,20546,-,-2,126,41,TTG,0.4344,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_97,ENA|PV935594|PV935594.1,20814,21080,-,-2,267,88,GTG,0.6996,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-1_20953_21105,ORF_ENA|PV935594|PV935594.1_+2_20963_21112"
ENA|PV935594|PV935594.1_predicted_orf_98,ENA|PV935594|PV935594.1,20953,21105,-,-1,153,50,TTG,0.4643,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-2_20814_21080,ORF_ENA|PV935594|PV935594.1_+2_20963_21112"
ENA|PV935594|PV935594.1_predicted_orf_99,ENA|PV935594|PV935594.1,21423,21521,-,-2,99,32,TTG,0.4085,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_100,ENA|PV935594|PV935594.1,21491,25354,+,2,3864,1287,TTG,0.85,Overlap,"ORF_ENA|PV935594|PV935594.1_+3_21576_21833,ORF_ENA|PV935594|PV935594.1_-3_21881_22153,ORF_ENA|PV935594|PV935594.1_+3_21888_22169,ORF_ENA|PV935594|PV935594.1_-1_22342_22452,ORF_ENA|PV935594|PV935594.1_-1_22471_22566,ORF_ENA|PV935594|PV935594.1_+3_22509_22694,ORF_ENA|PV935594|PV935594.1_+3_22743_22835,ORF_ENA|PV935594|PV935594.1_+3_22854_23063,ORF_ENA|PV935594|PV935594.1_-1_23044_23292,ORF_ENA|PV935594|PV935594.1_+3_23076_23171,ORF_ENA|PV935594|PV935594.1_-3_23168_23464,ORF_ENA|PV935594|PV935594.1_+3_23181_23327,ORF_ENA|PV935594|PV935594.1_+3_23355_23483,ORF_ENA|PV935594|PV935594.1_+3_23496_23594,ORF_ENA|PV935594|PV935594.1_-3_23507_23602,ORF_ENA|PV935594|PV935594.1_+3_23610_23726,ORF_ENA|PV935594|PV935594.1_-1_23650_23889,ORF_ENA|PV935594|PV935594.1_-2_23721_23882,ORF_ENA|PV935594|PV935594.1_+3_23847_24011,ORF_ENA|PV935594|PV935594.1_-1_23896_24129,ORF_ENA|PV935594|PV935594.1_-3_23993_24148,ORF_ENA|PV935594|PV935594.1_+3_24015_24140,ORF_ENA|PV935594|PV935594.1_+3_24195_24299,ORF_ENA|PV935594|PV935594.1_-3_24212_24337,ORF_ENA|PV935594|PV935594.1_+3_24300_24410,ORF_ENA|PV935594|PV935594.1_-1_24376_24525,ORF_ENA|PV935594|PV935594.1_+3_24603_24713,ORF_ENA|PV935594|PV935594.1_+1_24658_24783,ORF_ENA|PV935594|PV935594.1_-3_24695_24796,ORF_ENA|PV935594|PV935594.1_+3_24732_24845,ORF_ENA|PV935594|PV935594.1_-2_24756_24869,ORF_ENA|PV935594|PV935594.1_-3_24821_24958,ORF_ENA|PV935594|PV935594.1_-1_25069_25338,ORF_ENA|PV935594|PV935594.1_+1_25165_25257,ORF_ENA|PV935594|PV935594.1_+3_25281_25418"
ENA|PV935594|PV935594.1_predicted_orf_101,ENA|PV935594|PV935594.1,21881,22153,-,-3,273,90,GTG,0.7066,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+3_21888_22169"
ENA|PV935594|PV935594.1_predicted_orf_102,ENA|PV935594|PV935594.1,22342,22452,-,-1,111,36,GTG,0.4833,Overlap,ORF_ENA|PV935594|PV935594.1_+2_21491_25354
ENA|PV935594|PV935594.1_predicted_orf_103,ENA|PV935594|PV935594.1,22471,22566,-,-1,96,31,GTG,0.4712,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+3_22509_22694"
ENA|PV935594|PV935594.1_predicted_orf_104,ENA|PV935594|PV935594.1,23044,23292,-,-1,249,82,ATG,0.76,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+3_23076_23171,ORF_ENA|PV935594|PV935594.1_-3_23168_23464,ORF_ENA|PV935594|PV935594.1_+3_23181_23327"
ENA|PV935594|PV935594.1_predicted_orf_105,ENA|PV935594|PV935594.1,23168,23464,-,-3,297,98,TTG,0.6861,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_-1_23044_23292,ORF_ENA|PV935594|PV935594.1_+3_23181_23327,ORF_ENA|PV935594|PV935594.1_+3_23355_23483"
ENA|PV935594|PV935594.1_predicted_orf_106,ENA|PV935594|PV935594.1,23507,23602,-,-3,96,31,TTG,0.4086,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+3_23496_23594"
ENA|PV935594|PV935594.1_predicted_orf_107,ENA|PV935594|PV935594.1,23650,23889,-,-1,240,79,TTG,0.5946,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+3_23610_23726,ORF_ENA|PV935594|PV935594.1_-2_23721_23882"
ENA|PV935594|PV935594.1_predicted_orf_108,ENA|PV935594|PV935594.1,23896,24129,-,-1,234,77,GTG,0.645,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+3_23847_24011,ORF_ENA|PV935594|PV935594.1_-3_23993_24148,ORF_ENA|PV935594|PV935594.1_+3_24015_24140"
ENA|PV935594|PV935594.1_predicted_orf_109,ENA|PV935594|PV935594.1,23993,24148,-,-3,156,51,TTG,0.469,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_-1_23896_24129,ORF_ENA|PV935594|PV935594.1_+3_24015_24140"
ENA|PV935594|PV935594.1_predicted_orf_110,ENA|PV935594|PV935594.1,24212,24337,-,-3,126,41,TTG,0.4352,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+3_24195_24299"
ENA|PV935594|PV935594.1_predicted_orf_111,ENA|PV935594|PV935594.1,24376,24525,-,-1,150,49,GTG,0.5221,Overlap,ORF_ENA|PV935594|PV935594.1_+2_21491_25354
ENA|PV935594|PV935594.1_predicted_orf_112,ENA|PV935594|PV935594.1,24695,24796,-,-3,102,33,GTG,0.4742,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+1_24658_24783,ORF_ENA|PV935594|PV935594.1_+3_24732_24845"
ENA|PV935594|PV935594.1_predicted_orf_113,ENA|PV935594|PV935594.1,24756,24869,-,-2,114,37,GTG,0.4855,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+3_24732_24845"
ENA|PV935594|PV935594.1_predicted_orf_114,ENA|PV935594|PV935594.1,24821,24958,-,-3,138,45,TTG,0.4485,Overlap,ORF_ENA|PV935594|PV935594.1_+2_21491_25354
ENA|PV935594|PV935594.1_predicted_orf_115,ENA|PV935594|PV935594.1,25069,25338,-,-1,270,89,TTG,0.6441,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_+1_25165_25257,ORF_ENA|PV935594|PV935594.1_+3_25281_25418"
ENA|PV935594|PV935594.1_predicted_orf_116,ENA|PV935594|PV935594.1,25281,25418,+,3,138,45,GTG,0.5089,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_21491_25354,ORF_ENA|PV935594|PV935594.1_-1_25069_25338,ORF_ENA|PV935594|PV935594.1_+1_25363_26190"
ENA|PV935594|PV935594.1_predicted_orf_117,ENA|PV935594|PV935594.1,25363,26190,+,1,828,275,ATG,0.9997,Overlap,"ORF_ENA|PV935594|PV935594.1_+3_25281_25418,ORF_ENA|PV935594|PV935594.1_+2_25415_25552,ORF_ENA|PV935594|PV935594.1_-1_25480_25572,ORF_ENA|PV935594|PV935594.1_+3_25494_25667,ORF_ENA|PV935594|PV935594.1_-3_25556_25777,ORF_ENA|PV935594|PV935594.1_+2_25862_25954,ORF_ENA|PV935594|PV935594.1_+3_25938_26039,ORF_ENA|PV935594|PV935594.1_-1_26008_26103,ORF_ENA|PV935594|PV935594.1_+2_26033_26140"
ENA|PV935594|PV935594.1_predicted_orf_118,ENA|PV935594|PV935594.1,25480,25572,-,-1,93,30,TTG,0.4081,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_25363_26190,ORF_ENA|PV935594|PV935594.1_+2_25415_25552,ORF_ENA|PV935594|PV935594.1_+3_25494_25667"
ENA|PV935594|PV935594.1_predicted_orf_119,ENA|PV935594|PV935594.1,25556,25777,-,-3,222,73,ATG,0.715,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_25363_26190,ORF_ENA|PV935594|PV935594.1_+3_25494_25667"
ENA|PV935594|PV935594.1_predicted_orf_120,ENA|PV935594|PV935594.1,26008,26103,-,-1,96,31,GTG,0.4716,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_25363_26190,ORF_ENA|PV935594|PV935594.1_+2_26033_26140"
ENA|PV935594|PV935594.1_predicted_orf_121,ENA|PV935594|PV935594.1,26151,26348,-,-2,198,65,TTG,0.5262,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_26153_26251,ORF_ENA|PV935594|PV935594.1_+1_26215_26442"
ENA|PV935594|PV935594.1_predicted_orf_122,ENA|PV935594|PV935594.1,26153,26251,+,2,99,32,ATG,0.5623,Overlap,ORF_ENA|PV935594|PV935594.1_-2_26151_26348
ENA|PV935594|PV935594.1_predicted_orf_123,ENA|PV935594|PV935594.1,26215,26442,+,1,228,75,ATG,0.7251,Overlap,ORF_ENA|PV935594|PV935594.1_-2_26151_26348
ENA|PV935594|PV935594.1_predicted_orf_124,ENA|PV935594|PV935594.1,26493,27161,+,3,669,222,ATG,0.9975,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_26663_26842,ORF_ENA|PV935594|PV935594.1_-3_26774_26998,ORF_ENA|PV935594|PV935594.1_+1_26782_26880,ORF_ENA|PV935594|PV935594.1_-1_27004_27180"
ENA|PV935594|PV935594.1_predicted_orf_125,ENA|PV935594|PV935594.1,26774,26998,-,-3,225,74,GTG,0.6269,Overlap,"ORF_ENA|PV935594|PV935594.1_+3_26493_27161,ORF_ENA|PV935594|PV935594.1_+2_26663_26842,ORF_ENA|PV935594|PV935594.1_+1_26782_26880"
ENA|PV935594|PV935594.1_predicted_orf_126,ENA|PV935594|PV935594.1,27004,27180,-,-1,177,58,ATG,0.646,Overlap,ORF_ENA|PV935594|PV935594.1_+3_26493_27161
ENA|PV935594|PV935594.1_predicted_orf_127,ENA|PV935594|PV935594.1,27172,27357,+,1,186,61,ATG,0.6553,None,
ENA|PV935594|PV935594.1_predicted_orf_128,ENA|PV935594|PV935594.1,27325,27426,-,-1,102,33,TTG,0.4159,Overlap,ORF_ENA|PV935594|PV935594.1_+1_27364_27729
ENA|PV935594|PV935594.1_predicted_orf_129,ENA|PV935594|PV935594.1,27364,27729,+,1,366,121,ATG,0.9188,Overlap,"ORF_ENA|PV935594|PV935594.1_-1_27325_27426,ORF_ENA|PV935594|PV935594.1_-3_27434_27529,ORF_ENA|PV935594|PV935594.1_-1_27610_27741"
ENA|PV935594|PV935594.1_predicted_orf_130,ENA|PV935594|PV935594.1,27434,27529,-,-3,96,31,GTG,0.4717,Overlap,ORF_ENA|PV935594|PV935594.1_+1_27364_27729
ENA|PV935594|PV935594.1_predicted_orf_131,ENA|PV935594|PV935594.1,27610,27741,-,-1,132,43,ATG,0.5921,Overlap,ORF_ENA|PV935594|PV935594.1_+1_27364_27729
ENA|PV935594|PV935594.1_predicted_orf_132,ENA|PV935594|PV935594.1,27699,27857,+,3,159,52,TTG,0.4716,None,
ENA|PV935594|PV935594.1_predicted_orf_133,ENA|PV935594|PV935594.1,27864,28229,+,3,366,121,ATG,0.9186,Overlap,ORF_ENA|PV935594|PV935594.1_+1_28036_28161
ENA|PV935594|PV935594.1_predicted_orf_134,ENA|PV935594|PV935594.1,28244,29503,+,2,1260,419,ATG,0.9966,Overlap,"ORF_ENA|PV935594|PV935594.1_+3_28254_28547,ORF_ENA|PV935594|PV935594.1_-1_28267_28413,ORF_ENA|PV935594|PV935594.1_-3_28376_28492,ORF_ENA|PV935594|PV935594.1_-3_28580_28678,ORF_ENA|PV935594|PV935594.1_+3_28680_28925,ORF_ENA|PV935594|PV935594.1_-2_28698_28835,ORF_ENA|PV935594|PV935594.1_-1_28783_29049,ORF_ENA|PV935594|PV935594.1_-3_28832_29092,ORF_ENA|PV935594|PV935594.1_+3_28932_29054,ORF_ENA|PV935594|PV935594.1_+1_29143_29265,ORF_ENA|PV935594|PV935594.1_-3_29177_29383,ORF_ENA|PV935594|PV935594.1_+3_29313_29420,ORF_ENA|PV935594|PV935594.1_-2_29346_29522,ORF_ENA|PV935594|PV935594.1_-1_29380_29475"
ENA|PV935594|PV935594.1_predicted_orf_135,ENA|PV935594|PV935594.1,28267,28413,-,-1,147,48,GTG,0.5099,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_28244_29503,ORF_ENA|PV935594|PV935594.1_+3_28254_28547"
ENA|PV935594|PV935594.1_predicted_orf_136,ENA|PV935594|PV935594.1,28376,28492,-,-3,117,38,TTG,0.4259,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_28244_29503,ORF_ENA|PV935594|PV935594.1_+3_28254_28547"
ENA|PV935594|PV935594.1_predicted_orf_137,ENA|PV935594|PV935594.1,28580,28678,-,-3,99,32,GTG,0.4687,Overlap,ORF_ENA|PV935594|PV935594.1_+2_28244_29503
ENA|PV935594|PV935594.1_predicted_orf_138,ENA|PV935594|PV935594.1,28698,28835,-,-2,138,45,TTG,0.4451,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_28244_29503,ORF_ENA|PV935594|PV935594.1_+3_28680_28925,ORF_ENA|PV935594|PV935594.1_-1_28783_29049"
ENA|PV935594|PV935594.1_predicted_orf_139,ENA|PV935594|PV935594.1,28783,29049,-,-1,267,88,TTG,0.6358,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_28244_29503,ORF_ENA|PV935594|PV935594.1_+3_28680_28925,ORF_ENA|PV935594|PV935594.1_-2_28698_28835,ORF_ENA|PV935594|PV935594.1_-3_28832_29092,ORF_ENA|PV935594|PV935594.1_+3_28932_29054"
ENA|PV935594|PV935594.1_predicted_orf_140,ENA|PV935594|PV935594.1,28832,29092,-,-3,261,86,TTG,0.6254,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_28244_29503,ORF_ENA|PV935594|PV935594.1_+3_28680_28925,ORF_ENA|PV935594|PV935594.1_-1_28783_29049,ORF_ENA|PV935594|PV935594.1_+3_28932_29054"
ENA|PV935594|PV935594.1_predicted_orf_141,ENA|PV935594|PV935594.1,29177,29383,-,-3,207,68,TTG,0.5403,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_28244_29503,ORF_ENA|PV935594|PV935594.1_+1_29143_29265,ORF_ENA|PV935594|PV935594.1_+3_29313_29420"
ENA|PV935594|PV935594.1_predicted_orf_142,ENA|PV935594|PV935594.1,29346,29522,-,-2,177,58,TTG,0.4954,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_28244_29503,ORF_ENA|PV935594|PV935594.1_+3_29313_29420,ORF_ENA|PV935594|PV935594.1_-1_29380_29475"
ENA|PV935594|PV935594.1_predicted_orf_143,ENA|PV935594|PV935594.1,29528,29644,+,2,117,38,ATG,0.578,None,
