protein_id	length_aa	annotation_status	uniprot_id	subject_db_id	description	evalue	e_val	bitscore	identity_percent	identity_pct	query_coverage	query_coverage_pct	subject_coverage	refined_identity	refined_length	annotation_confidence
ENA|BN000065|BN000065.1_predicted_orf_643	154	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_644	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_645	70	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_646	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_647	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_648	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_649	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_650	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_651	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_652	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_653	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_654	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_655	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_656	57	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_657	81	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_658	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_659	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_660	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_661	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_662	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_663	73	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_664	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_665	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_666	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_667	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_668	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_669	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_670	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_671	75	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_672	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_673	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_674	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_675	67	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_676	116	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_677	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_678	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_679	67	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_680	72	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_681	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_682	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_683	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_684	65	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_685	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_686	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_687	76	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_688	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_689	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_690	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_691	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_692	94	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_693	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_694	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_695	41	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_696	110	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_697	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_698	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_699	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_700	78	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_701	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_702	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_703	78	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_704	47	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_705	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_706	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_707	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_708	154	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_709	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_710	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_711	76	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_712	94	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_713	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_714	57	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_715	158	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_716	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_717	83	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_718	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_719	57	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_720	78	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_721	92	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_722	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_723	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_724	105	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_725	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_726	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_727	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_728	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_729	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_730	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_731	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_732	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_733	129	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_734	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_735	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_736	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_737	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_738	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_739	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_740	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_741	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_742	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_743	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_744	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_745	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_746	46	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_747	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_748	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_749	72	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_750	76	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_751	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_752	94	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_753	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_754	90	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_755	137	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_756	64	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_757	107	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_758	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_759	151	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_760	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_761	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_762	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_763	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_764	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_765	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_766	115	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_767	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_768	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_769	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_770	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_771	130	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_772	60	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_773	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_774	69	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_775	80	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_776	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_777	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_778	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_779	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_780	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_781	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_782	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_783	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_784	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_785	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_786	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_787	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_788	84	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_789	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_790	84	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_791	100	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_792	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_793	57	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_794	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_795	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_796	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_797	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_798	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_799	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_800	51	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_801	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_802	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_803	85	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_804	96	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_805	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_806	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_807	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_808	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_809	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_810	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_811	84	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_812	84	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_813	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_814	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_815	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_816	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_817	62	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_818	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_819	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_820	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_821	90	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_822	54	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_823	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_824	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_825	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_826	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_827	44	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_828	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_829	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_830	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_831	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_832	71	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_833	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_834	35	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_835	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_836	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_837	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_838	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_839	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_840	76	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_841	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_842	74	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_843	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_844	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_845	72	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_846	96	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_847	37	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_848	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_849	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_850	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_851	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_852	88	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_853	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_854	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_855	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_856	66	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_857	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_858	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_859	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_860	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_861	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_862	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_863	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_864	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_865	57	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_866	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_867	42	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_868	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_869	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_870	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_871	38	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_872	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_873	40	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_874	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_875	78	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_876	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_877	50	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_878	85	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_879	55	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_880	63	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_881	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_882	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_883	136	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_884	90	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_885	101	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_886	59	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_887	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_888	58	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_889	33	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_890	53	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_891	36	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_892	45	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_893	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_894	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_895	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_896	72	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_897	104	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_898	79	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_899	156	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_900	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_901	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_902	31	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_903	48	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_904	39	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_905	52	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_906	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_907	43	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_908	34	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_909	32	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_910	49	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_911	80	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_912	30	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_913	61	Hypothetical Protein		None	hypothetical protein											0.0
ENA|BN000065|BN000065.1_predicted_orf_914	32	Hypothetical Protein		None	hypothetical protein											0.0
