orf_id,sequence_id,start,end,strand,frame,length_bp,length_aa,start_codon,confidence_score,overlap_flag,overlap_with
NC_045512.2_predicted_orf_106,NC_045512.2,23198,23494,-,-2,297,98,TTG,0.6861,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_-3_23074_23322,ORF_NC_045512.2_+3_23211_23357,ORF_NC_045512.2_+3_23385_23513"
NC_045512.2_predicted_orf_107,NC_045512.2,23537,23632,-,-2,96,31,TTG,0.4086,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+3_23526_23624"
NC_045512.2_predicted_orf_108,NC_045512.2,23680,23919,-,-3,240,79,TTG,0.5946,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+3_23640_23756,ORF_NC_045512.2_-1_23751_23912"
NC_045512.2_predicted_orf_109,NC_045512.2,23926,24159,-,-3,234,77,GTG,0.645,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+3_23877_24041,ORF_NC_045512.2_-2_24023_24178,ORF_NC_045512.2_+3_24045_24170"
NC_045512.2_predicted_orf_110,NC_045512.2,24023,24178,-,-2,156,51,TTG,0.469,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_-3_23926_24159,ORF_NC_045512.2_+3_24045_24170"
NC_045512.2_predicted_orf_111,NC_045512.2,24242,24367,-,-2,126,41,TTG,0.4353,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+3_24225_24329"
NC_045512.2_predicted_orf_112,NC_045512.2,24406,24555,-,-3,150,49,GTG,0.5221,Overlap,ORF_NC_045512.2_+2_21521_25384
NC_045512.2_predicted_orf_113,NC_045512.2,24725,24826,-,-2,102,33,GTG,0.4742,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+1_24688_24813,ORF_NC_045512.2_+3_24762_24875"
NC_045512.2_predicted_orf_114,NC_045512.2,24786,24899,-,-1,114,37,GTG,0.4855,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+3_24762_24875"
NC_045512.2_predicted_orf_115,NC_045512.2,24851,24988,-,-2,138,45,TTG,0.4485,Overlap,ORF_NC_045512.2_+2_21521_25384
NC_045512.2_predicted_orf_116,NC_045512.2,25099,25368,-,-3,270,89,TTG,0.6441,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+1_25195_25287,ORF_NC_045512.2_+3_25311_25448"
NC_045512.2_predicted_orf_117,NC_045512.2,25311,25448,+,3,138,45,GTG,0.5089,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_-3_25099_25368,ORF_NC_045512.2_+1_25393_26220"
NC_045512.2_predicted_orf_118,NC_045512.2,25393,26220,+,1,828,275,ATG,0.9997,Overlap,"ORF_NC_045512.2_+3_25311_25448,ORF_NC_045512.2_+2_25445_25582,ORF_NC_045512.2_-3_25510_25602,ORF_NC_045512.2_+3_25524_25697,ORF_NC_045512.2_-2_25586_25807,ORF_NC_045512.2_+2_25892_25984,ORF_NC_045512.2_+3_25968_26069,ORF_NC_045512.2_-3_26038_26133,ORF_NC_045512.2_+2_26063_26170"
NC_045512.2_predicted_orf_119,NC_045512.2,25510,25602,-,-3,93,30,TTG,0.4081,Overlap,"ORF_NC_045512.2_+1_25393_26220,ORF_NC_045512.2_+2_25445_25582,ORF_NC_045512.2_+3_25524_25697"
NC_045512.2_predicted_orf_120,NC_045512.2,25586,25807,-,-2,222,73,ATG,0.715,Overlap,"ORF_NC_045512.2_+1_25393_26220,ORF_NC_045512.2_+3_25524_25697"
NC_045512.2_predicted_orf_121,NC_045512.2,26038,26133,-,-3,96,31,GTG,0.4716,Overlap,"ORF_NC_045512.2_+1_25393_26220,ORF_NC_045512.2_+2_26063_26170"
NC_045512.2_predicted_orf_122,NC_045512.2,26181,26378,-,-1,198,65,TTG,0.5262,Overlap,"ORF_NC_045512.2_+2_26183_26281,ORF_NC_045512.2_+1_26245_26472"
NC_045512.2_predicted_orf_123,NC_045512.2,26183,26281,+,2,99,32,ATG,0.5623,Overlap,ORF_NC_045512.2_-1_26181_26378
NC_045512.2_predicted_orf_124,NC_045512.2,26245,26472,+,1,228,75,ATG,0.7251,Overlap,ORF_NC_045512.2_-1_26181_26378
NC_045512.2_predicted_orf_125,NC_045512.2,26523,27191,+,3,669,222,ATG,0.9974,Overlap,"ORF_NC_045512.2_+2_26693_26872,ORF_NC_045512.2_-2_26804_27028,ORF_NC_045512.2_+1_26812_26910,ORF_NC_045512.2_-3_27034_27210"
NC_045512.2_predicted_orf_126,NC_045512.2,26804,27028,-,-2,225,74,GTG,0.6268,Overlap,"ORF_NC_045512.2_+3_26523_27191,ORF_NC_045512.2_+2_26693_26872,ORF_NC_045512.2_+1_26812_26910"
NC_045512.2_predicted_orf_127,NC_045512.2,27034,27210,-,-3,177,58,ATG,0.646,Overlap,ORF_NC_045512.2_+3_26523_27191
NC_045512.2_predicted_orf_128,NC_045512.2,27202,27387,+,1,186,61,ATG,0.6554,None,
NC_045512.2_predicted_orf_129,NC_045512.2,27355,27456,-,-3,102,33,TTG,0.4159,Overlap,ORF_NC_045512.2_+1_27394_27759
NC_045512.2_predicted_orf_130,NC_045512.2,27394,27759,+,1,366,121,ATG,0.9188,Overlap,"ORF_NC_045512.2_-3_27355_27456,ORF_NC_045512.2_-2_27464_27559,ORF_NC_045512.2_-3_27640_27771"
NC_045512.2_predicted_orf_131,NC_045512.2,27464,27559,-,-2,96,31,GTG,0.4717,Overlap,ORF_NC_045512.2_+1_27394_27759
NC_045512.2_predicted_orf_132,NC_045512.2,27640,27771,-,-3,132,43,ATG,0.5921,Overlap,ORF_NC_045512.2_+1_27394_27759
NC_045512.2_predicted_orf_133,NC_045512.2,27729,27887,+,3,159,52,TTG,0.4716,None,
NC_045512.2_predicted_orf_134,NC_045512.2,27894,28259,+,3,366,121,ATG,0.9186,Overlap,ORF_NC_045512.2_+1_28066_28191
NC_045512.2_predicted_orf_135,NC_045512.2,28274,29533,+,2,1260,419,ATG,0.9966,Overlap,"ORF_NC_045512.2_+3_28284_28577,ORF_NC_045512.2_-3_28297_28443,ORF_NC_045512.2_-2_28406_28522,ORF_NC_045512.2_-2_28610_28708,ORF_NC_045512.2_+3_28710_28955,ORF_NC_045512.2_-1_28728_28865,ORF_NC_045512.2_-3_28813_29079,ORF_NC_045512.2_-2_28862_29122,ORF_NC_045512.2_+3_28962_29084,ORF_NC_045512.2_+1_29173_29295,ORF_NC_045512.2_-2_29207_29413,ORF_NC_045512.2_+3_29343_29450,ORF_NC_045512.2_-1_29376_29552,ORF_NC_045512.2_-3_29410_29505"
NC_045512.2_predicted_orf_136,NC_045512.2,28297,28443,-,-3,147,48,GTG,0.5099,Overlap,"ORF_NC_045512.2_+2_28274_29533,ORF_NC_045512.2_+3_28284_28577"
NC_045512.2_predicted_orf_137,NC_045512.2,28406,28522,-,-2,117,38,TTG,0.4259,Overlap,"ORF_NC_045512.2_+2_28274_29533,ORF_NC_045512.2_+3_28284_28577"
NC_045512.2_predicted_orf_138,NC_045512.2,28610,28708,-,-2,99,32,GTG,0.4687,Overlap,ORF_NC_045512.2_+2_28274_29533
NC_045512.2_predicted_orf_139,NC_045512.2,28728,28865,-,-1,138,45,TTG,0.4451,Overlap,"ORF_NC_045512.2_+2_28274_29533,ORF_NC_045512.2_+3_28710_28955,ORF_NC_045512.2_-3_28813_29079"
NC_045512.2_predicted_orf_140,NC_045512.2,28813,29079,-,-3,267,88,TTG,0.6357,Overlap,"ORF_NC_045512.2_+2_28274_29533,ORF_NC_045512.2_+3_28710_28955,ORF_NC_045512.2_-1_28728_28865,ORF_NC_045512.2_-2_28862_29122,ORF_NC_045512.2_+3_28962_29084"
NC_045512.2_predicted_orf_141,NC_045512.2,28862,29122,-,-2,261,86,TTG,0.6253,Overlap,"ORF_NC_045512.2_+2_28274_29533,ORF_NC_045512.2_+3_28710_28955,ORF_NC_045512.2_-3_28813_29079,ORF_NC_045512.2_+3_28962_29084"
NC_045512.2_predicted_orf_142,NC_045512.2,29207,29413,-,-2,207,68,TTG,0.5403,Overlap,"ORF_NC_045512.2_+2_28274_29533,ORF_NC_045512.2_+1_29173_29295,ORF_NC_045512.2_+3_29343_29450"
NC_045512.2_predicted_orf_143,NC_045512.2,29376,29552,-,-1,177,58,TTG,0.4954,Overlap,"ORF_NC_045512.2_+2_28274_29533,ORF_NC_045512.2_+3_29343_29450,ORF_NC_045512.2_-3_29410_29505"
NC_045512.2_predicted_orf_144,NC_045512.2,29558,29674,+,2,117,38,ATG,0.578,None,
NC_045512.2_predicted_orf_145,NC_045512.2,29685,29840,-,-1,156,51,ATG,0.6171,None,
